interest,verified,cutil,term,bankrupt,ccheck
9.92,Not Verified,0.836061251,60,0,0
5.31,Not Verified,0.124941035,36,1,1
20.39,Source Verified,0.841536638,36,0,11
13.59,Source Verified,0.061253943,36,0,4
9.93,Verified,0.463214942,36,0,1
20,Verified,0.258225231,60,0,5
14.07,Verified,0.276296296,36,0,2
11.99,Not Verified,0.681977535,36,0,0
14.08,Verified,0.526523764,60,0,3
21.45,Verified,0.56629334,36,0,0
9.44,Source Verified,0.201621687,36,0,0
18.45,Verified,0.187572336,36,1,8
10.9,Not Verified,0.547490347,36,0,3
11.99,Not Verified,0.142143705,36,0,3
6.71,Verified,0.245643376,36,0,0
6.72,Source Verified,0.663747487,36,0,4
6.08,Source Verified,0.041775941,36,0,2
24.84,Source Verified,0.063840141,60,0,0
21.45,Verified,0.416953098,36,0,1
17.47,Verified,0.431012853,36,1,2
6.72,Verified,0.035788539,36,0,2
14.07,Verified,0.08386599,36,0,0
16.02,Source Verified,0.401397133,60,0,1
12.62,Verified,0.640068886,36,0,0
13.58,Not Verified,0.495555556,36,0,0
5.31,Not Verified,0.314625776,36,0,0
12.62,Not Verified,0.609974883,36,0,1
13.58,Not Verified,0.923610902,36,0,0
15.05,Not Verified,0.678662396,36,0,0
9.92,Source Verified,0.779840641,60,0,2
9.44,Source Verified,0.207801816,36,0,0
15.05,Source Verified,0.318716846,36,0,0
12.62,Not Verified,0.659292605,36,0,2
9.44,Source Verified,0.016141938,36,0,0
15.05,Not Verified,0.285604548,36,0,1
7.35,Verified,0.037253456,36,0,3
11.99,Source Verified,0.216857035,60,0,10
10.9,Verified,0.438048902,36,0,0
9.43,Source Verified,0.400522397,36,0,1
10.42,Source Verified,0.577022059,36,0,1
12.62,Not Verified,0.216116623,60,0,1
12.61,Not Verified,0.325619469,36,0,0
14.08,Verified,0.206327685,60,0,0
15.05,Not Verified,0.768154982,60,0,1
9.93,Not Verified,0.703063063,36,0,0
9.92,Not Verified,0.294152034,60,0,1
9.44,Source Verified,0.792579957,36,0,0
18.06,Source Verified,1.019224197,36,NA,3
10.91,Not Verified,0.521698355,36,0,2
21.85,Source Verified,0.620922163,60,0,1
25.82,Source Verified,0.735094664,36,0,0
9.92,Source Verified,0.179790018,36,0,1
20,Source Verified,0.763753714,60,1,3
7.97,Not Verified,0.25353581,36,0,3
14.08,Source Verified,0.67673972,36,1,4
12.62,Not Verified,0.311447905,60,0,0
10.42,Verified,0.628309174,60,0,1
18.45,Source Verified,0.214912281,60,0,4
13.59,Not Verified,0.329784946,36,1,1
6.08,Verified,0.29808933,36,0,0
21.45,Verified,0.67026763,60,0,0
10.42,Verified,0.424353741,36,0,1
10.91,Verified,0.079014113,36,0,3
16.02,Source Verified,0.179784076,36,0,0
17.09,Source Verified,0.13579249,36,0,15
9.44,Not Verified,0.405787034,36,0,3
16.02,Verified,0.714877425,60,0,1
13.58,Source Verified,0.556929484,36,0,3
7.35,Source Verified,0.158127401,36,0,2
9.43,Not Verified,0.405557338,36,0,0
11.98,Source Verified,0.111982557,36,0,4
11.98,Source Verified,0.791151567,60,0,0
10.91,Source Verified,0.371714286,36,0,0
13.59,Source Verified,1.051084991,36,0,1
10.9,Not Verified,0.109944115,60,0,1
18.45,Source Verified,0.080851375,60,0,3
13.59,Verified,0.097064467,60,0,0
18.06,Source Verified,0.922396209,36,0,3
6.72,Not Verified,0.560740741,36,0,1
10.42,Verified,0.146000868,60,0,0
10.42,Not Verified,0.487712606,36,0,3
7.97,Verified,0.104554381,36,0,7
19.42,Verified,0.559168678,36,0,2
6.08,Verified,0.273504061,36,0,1
5.31,Verified,0.516741407,36,0,4
13.59,Verified,0.329633364,36,1,2
10.91,Source Verified,0.795035114,36,0,1
12.61,Verified,0.168136284,60,0,2
13.59,Source Verified,0.237782115,36,0,3
18.06,Source Verified,0.124672744,36,0,4
10.9,Verified,0.034887368,36,0,10
20,Verified,0.550759527,36,0,0
7.34,Verified,0.14160504,36,0,0
5.31,Verified,0.137468354,36,0,2
16.01,Source Verified,0.754034035,36,0,1
16.01,Source Verified,0.256857695,36,0,0
11.99,Verified,0.254251937,60,0,4
9.44,Not Verified,0.413692677,36,0,3
16.01,Not Verified,0.540983879,36,0,0
10.41,Not Verified,0.213039229,36,0,2
24.85,Verified,0.670985667,60,0,1
9.92,Not Verified,0.771111111,36,0,0
10.91,Source Verified,0.793469294,36,0,7
6.71,Not Verified,0.045675253,36,0,4
6.08,Not Verified,0.71383957,36,0,2
6.72,Not Verified,0.160155234,36,0,1
10.42,Not Verified,0.649558353,36,0,1
7.35,Verified,0.262543301,36,0,0
17.47,Source Verified,1.199137931,36,0,5
11.99,Not Verified,0.277861171,60,0,1
15.05,Verified,0.900132981,36,0,2
20.39,Verified,0.888613861,60,0,2
9.44,Not Verified,0.701482473,36,0,7
5.31,Not Verified,0.013598658,36,0,0
12.61,Not Verified,0.781286323,36,0,1
7.34,Not Verified,0.123389729,36,0,1
25.82,Verified,0.620598602,60,0,2
18.06,Not Verified,0.569224068,36,0,1
9.43,Not Verified,0.168185918,36,0,5
6.07,Verified,0.359234938,36,1,1
20,Verified,0.233974052,60,0,0
7.34,Verified,0.178617019,60,0,0
10.42,Not Verified,1.249108866,36,0,3
11.99,Verified,0.126088973,60,0,0
7.96,Not Verified,0.051989424,36,0,0
7.34,Not Verified,0.284629418,36,0,0
20,Verified,0.904240506,60,0,0
18.45,Verified,0.558514851,36,0,1
9.92,Verified,1.091139827,36,1,3
12.61,Source Verified,0.214493886,60,0,0
11.99,Source Verified,0.939059614,36,1,22
13.58,Not Verified,0.957233674,60,1,4
13.58,Not Verified,0.322559156,36,0,0
9.44,Not Verified,0.487920461,36,0,0
7.96,Source Verified,0.161837524,36,0,3
26.77,Source Verified,0.095659409,60,1,0
9.92,Not Verified,0.373623247,36,0,0
14.07,Not Verified,0.180014713,60,0,0
6.07,Source Verified,0.27709653,36,0,4
16.01,Not Verified,0.693803188,36,0,2
13.58,Verified,0.523834226,60,1,0
10.9,Not Verified,0.305057302,60,0,1
13.58,Not Verified,0.377257167,36,0,1
20,Verified,0.028802339,60,0,7
10.41,Source Verified,0.642480211,36,0,1
6.72,Source Verified,0.293361579,36,0,1
18.06,Verified,0.635869315,36,0,4
9.93,Not Verified,0.095555273,36,1,2
9.93,Not Verified,1.17719271,36,0,1
12.62,Source Verified,0.742077165,36,0,2
13.58,Source Verified,0.387281553,36,0,2
15.05,Source Verified,0.811863538,36,0,0
9.93,Source Verified,0.449647758,36,0,1
12.61,Verified,0.178097589,36,1,1
10.42,Source Verified,0.151551174,60,0,2
17.09,Source Verified,0.678803563,36,0,4
7.97,Not Verified,0.708713609,36,0,0
18.06,Source Verified,0.43695777,36,0,0
12.61,Source Verified,0.060623717,60,0,0
6.07,Verified,0.261659258,36,0,1
9.93,Source Verified,0.307592157,60,0,5
5.31,Not Verified,0.464676259,36,0,0
15.04,Not Verified,0.46775276,36,0,0
13.59,Source Verified,0.190002893,36,0,4
10.91,Verified,0.37029987,36,1,1
7.96,Source Verified,0.449693444,36,0,2
21.45,Source Verified,0.607147765,36,0,7
16.01,Verified,0.015965414,36,0,5
16.02,Not Verified,0.665359779,36,1,0
12.62,Source Verified,1.059395817,36,0,7
15.04,Source Verified,0.838868914,36,0,2
13.58,Source Verified,0.584169541,60,0,0
6.71,Not Verified,0.201804424,36,0,0
9.93,Not Verified,0.621226494,60,0,0
15.05,Source Verified,0.064945375,60,0,1
9.43,Not Verified,0.067501481,36,0,1
11.99,Not Verified,0.768131745,60,0,0
9.93,Source Verified,0.673083725,60,1,1
11.98,Source Verified,0.64152937,60,0,3
17.09,Source Verified,0.676245161,60,0,0
9.44,Source Verified,0.268302908,36,0,4
9.93,Source Verified,0.559593984,36,0,1
20,Verified,0.873096944,60,0,1
5.31,Not Verified,0.166666667,36,0,4
12.62,Source Verified,0.700925817,36,1,0
23.88,Verified,0.371379491,60,0,0
7.34,Source Verified,0.668109444,36,0,1
7.34,Not Verified,0.304418864,36,0,1
7.96,Not Verified,0.352095013,36,0,8
9.43,Source Verified,0.000330136,60,0,0
15.04,Verified,0.159207128,36,0,1
11.99,Not Verified,0.360186953,36,0,0
13.58,Not Verified,0.843681519,36,0,5
25.82,Verified,0.178831001,60,1,4
5.32,Source Verified,0.270142009,36,0,0
10.91,Not Verified,0.447697663,36,0,2
6.71,Source Verified,0.664987744,36,0,1
12.61,Source Verified,0.304920202,36,0,2
16.01,Source Verified,0.486867241,36,0,1
21.45,Source Verified,0.449413131,60,0,2
14.07,Source Verified,0.954235121,36,0,0
7.34,Not Verified,0.063536758,60,0,0
18.45,Source Verified,0.700926781,36,0,8
22.91,Verified,0.009011487,36,0,18
19.42,Verified,0.206455341,60,0,4
7.35,Verified,0.143971657,60,0,6
9.44,Verified,0.167441355,60,0,2
7.97,Not Verified,0.457874171,36,1,1
17.47,Not Verified,0.102480457,36,0,4
16.02,Not Verified,0.681531611,36,0,1
20.39,Not Verified,0.342861353,36,0,1
7.96,Source Verified,0.975539875,36,0,3
18.45,Not Verified,0.191527603,60,1,1
7.34,Source Verified,0.095094369,60,0,2
10.9,Not Verified,0.345775825,60,0,2
12.62,Not Verified,0.157780465,36,0,4
24.84,Source Verified,0.253930627,60,0,2
21.85,Source Verified,0.816462723,60,0,7
6.72,Not Verified,0.042359429,36,0,1
10.42,Source Verified,0.217519718,36,0,8
6.71,Verified,0.151176272,36,0,6
11.98,Verified,0.201588785,60,0,1
16.02,Source Verified,0.753520164,36,0,1
12.61,Source Verified,0.189061662,36,0,1
11.99,Source Verified,0.68022912,60,1,1
19.42,Verified,0.734957669,36,0,2
15.05,Not Verified,0.628328877,36,0,2
26.3,Source Verified,0.583154122,60,0,2
17.09,Source Verified,0.645087719,60,0,0
16.02,Source Verified,0.215894364,60,0,1
7.35,Source Verified,0.730731291,36,0,1
6.07,Source Verified,0.178414119,36,0,3
6.72,Verified,0.144263325,36,1,0
18.45,Source Verified,0.239987112,36,0,0
20,Verified,0.681947336,36,0,4
12.62,Verified,0.497938376,60,0,1
9.93,Source Verified,0.117722932,60,0,1
9.43,Verified,0.621959459,36,1,1
9.43,Not Verified,0.496557983,36,0,2
7.34,Verified,0.310458682,36,0,3
12.61,Verified,0.4425,36,1,1
7.97,Not Verified,0.100766921,36,0,1
17.47,Source Verified,0.644815451,36,0,6
14.08,Not Verified,0.102381183,36,0,0
19.42,Verified,0.00614797,36,1,1
6.72,Not Verified,0.044489015,36,0,5
11.99,Not Verified,0.221598408,36,0,3
19.42,Source Verified,0.119316898,60,0,5
28.72,Source Verified,0.322977648,60,0,1
19.42,Not Verified,0.629634671,60,0,3
12.61,Source Verified,0.931566982,60,0,1
9.44,Source Verified,0.214124019,60,0,4
13.58,Not Verified,0.191401213,60,0,0
21.85,Verified,0.448685289,60,0,4
12.62,Verified,0.636559471,36,1,1
14.07,Not Verified,0.569494949,36,0,0
6.72,Not Verified,0.068517618,36,1,3
14.08,Source Verified,0.678180595,36,1,0
9.43,Source Verified,0.018147636,60,0,2
16.01,Not Verified,0.366686747,36,0,2
10.41,Not Verified,0.565042735,36,1,2
13.59,Verified,0.26999021,60,0,0
11.99,Verified,0.052599114,36,0,0
10.42,Not Verified,0.229622443,36,0,3
18.06,Source Verified,0.519211514,36,0,0
6.71,Verified,0.08651351,36,0,7
13.59,Source Verified,0.589463456,36,0,0
21.45,Source Verified,0.219730401,60,0,0
15.05,Verified,0.641039631,36,0,0
7.35,Not Verified,0.341756274,60,0,0
17.47,Verified,0.746936526,60,0,1
6.07,Not Verified,0.389459707,36,0,1
21.45,Not Verified,0.428013667,36,0,1
26.3,Verified,0.677585366,60,0,0
7.97,Not Verified,0.012678602,36,0,2
16.02,Source Verified,0.402001823,36,0,5
14.08,Verified,0.186651918,36,0,2
11.99,Source Verified,0.201055556,60,0,2
17.09,Source Verified,0.894734821,60,0,1
17.09,Not Verified,0.198028169,60,0,0
26.3,Source Verified,0.703648832,36,0,1
6.07,Not Verified,0.102590758,36,0,0
7.96,Not Verified,0.635015683,60,0,2
17.09,Not Verified,0.632431506,36,0,1
6.07,Source Verified,0.116585141,36,0,4
13.58,Verified,0.48116553,60,1,3
5.31,Verified,0.156410717,36,0,4
10.91,Source Verified,0.589991545,36,0,2
6.07,Not Verified,0.149311747,36,0,3
11.98,Source Verified,0.512246533,36,0,0
9.44,Verified,0.108774625,60,0,3
15.05,Not Verified,0.808037802,60,0,1
7.34,Not Verified,0.384818662,36,0,2
10.41,Not Verified,0.585065511,36,0,1
13.58,Not Verified,0.084924218,36,0,1
9.43,Source Verified,0.683445378,36,1,0
11.98,Not Verified,0.137224557,60,0,0
15.04,Source Verified,0.619480916,36,0,1
12.62,Source Verified,0.154804083,36,0,5
7.96,Verified,0.163176443,36,0,3
15.05,Not Verified,0.792034571,36,0,5
7.97,Not Verified,0.499437285,36,0,2
9.43,Source Verified,0.075124678,36,0,2
11.99,Not Verified,0.349206349,36,1,3
6.08,Source Verified,0.056678488,36,0,2
11.99,Source Verified,0.38601021,36,0,2
18.45,Verified,0.756544944,60,1,3
11.98,Not Verified,0.48737519,36,0,8
21.85,Source Verified,0.863330696,36,0,2
10.42,Source Verified,0.547241482,36,0,18
17.09,Verified,0.173835848,60,0,7
9.92,Not Verified,0.404142634,36,0,1
10.42,Not Verified,0.554893729,36,0,0
9.93,Source Verified,0.352273906,36,1,0
12.62,Verified,0.992622357,36,0,1
13.59,Source Verified,0.571731449,36,0,0
11.99,Not Verified,0.418173117,36,0,2
11.99,Not Verified,0.131655521,36,0,0
16.02,Verified,0.542735428,36,0,8
6.72,Not Verified,0.339297724,36,0,1
18.06,Not Verified,0.540452938,36,0,1
9.43,Not Verified,0.638259109,36,0,0
25.82,Verified,0.668652988,60,0,0
6.71,Not Verified,0.098363743,36,1,6
5.32,Not Verified,0.115072259,36,0,2
7.97,Verified,0.258674242,36,0,0
9.44,Not Verified,0.045290564,36,0,0
12.62,Source Verified,1.109898518,36,0,4
7.34,Source Verified,0.288062981,36,0,0
10.42,Verified,0.366402439,36,0,5
14.07,Source Verified,0.165769977,36,0,1
13.58,Source Verified,0.27074591,36,0,3
9.44,Not Verified,0.52871345,36,1,2
14.08,Verified,0.574779909,36,0,6
16.01,Source Verified,0.553509942,60,0,0
22.9,Not Verified,0.202,36,0,2
17.09,Not Verified,0.600153556,36,0,0
16.01,Source Verified,0.737099989,60,1,6
10.91,Not Verified,0.910190341,36,0,1
16.01,Source Verified,0.855569854,36,0,14
6.72,Not Verified,0.126675802,36,0,0
15.04,Source Verified,0.716682524,60,1,4
14.08,Source Verified,0.4304541,36,0,1
17.09,Verified,0.17598235,36,1,3
9.44,Source Verified,0.430826283,36,0,2
14.07,Source Verified,0.068848362,60,0,0
16.02,Source Verified,0.664410979,36,0,3
5.31,Source Verified,0.099982065,36,0,1
6.72,Not Verified,0.262233259,36,0,3
5.32,Not Verified,0.083928642,36,0,1
9.93,Not Verified,0.506512934,60,0,0
9.93,Not Verified,0.227370177,36,0,1
13.59,Verified,0.191420056,60,0,5
10.9,Source Verified,0.103825137,36,0,3
13.59,Verified,0.310897431,60,1,6
6.72,Not Verified,0.877848411,36,0,0
10.42,Not Verified,0.093462333,36,0,0
14.07,Not Verified,0.668093569,36,0,0
16.02,Source Verified,0.759036295,36,0,14
15.05,Source Verified,0.540490768,36,0,3
18.45,Source Verified,0.64011725,36,0,3
13.59,Verified,0.095911192,36,0,4
16.01,Source Verified,0.199998615,60,0,0
15.04,Not Verified,0.559326788,60,1,0
19.03,Not Verified,0.668373857,60,0,6
7.35,Source Verified,0.003261255,60,0,0
9.43,Not Verified,0.064077497,36,NA,0
7.97,Not Verified,0.523922832,36,0,0
20.39,Verified,0.369085707,60,0,3
10.42,Source Verified,0.158413978,60,0,1
7.97,Source Verified,0.306837754,36,0,11
7.34,Verified,0.123879475,60,0,0
11.98,Source Verified,0.680277461,60,0,0
12.62,Not Verified,0.420272737,36,0,0
15.05,Source Verified,0.799341006,36,1,6
10.91,Source Verified,0.998539151,36,0,1
11.99,Not Verified,0.788872752,60,1,8
9.44,Not Verified,0.363708965,36,0,2
9.92,Source Verified,0.46558146,36,0,2
19.42,Verified,0.442689993,36,1,9
12.62,Source Verified,0.090307076,60,0,0
14.07,Not Verified,0.695525244,36,0,4
14.08,Not Verified,0.638462677,36,1,3
12.61,Source Verified,0.550763498,36,0,0
9.93,Not Verified,1.096061996,36,0,1
26.3,Source Verified,0.350683929,60,0,0
13.59,Source Verified,0.016644195,60,1,1
9.93,Source Verified,0.066448571,36,0,0
5.31,Not Verified,0.070146978,36,0,5
6.71,Not Verified,0.430804598,36,0,1
14.08,Source Verified,0.272504681,36,0,2
9.92,Source Verified,0.176396848,36,1,3
9.44,Source Verified,0.203339047,60,0,2
9.93,Not Verified,0.116573411,36,0,2
10.42,Not Verified,0.796053262,36,0,10
14.08,Not Verified,0.218522498,36,0,4
7.35,Verified,0.17699516,36,0,3
17.09,Source Verified,0.094375,60,0,1
19.03,Source Verified,0.086322656,36,0,5
19.42,Not Verified,0.715087719,36,0,0
9.93,Source Verified,0.191268922,60,0,3
10.42,Not Verified,1.015300766,36,0,0
13.59,Source Verified,0.569455266,60,0,0
7.35,Source Verified,0.417001465,36,0,0
16.01,Not Verified,0.819949375,36,0,1
11.99,Source Verified,0.963152278,36,0,1
7.34,Not Verified,0.288390623,36,0,0
15.05,Source Verified,0.097475728,60,0,0
14.08,Not Verified,0.580743494,36,0,0
7.35,Source Verified,0.035857487,36,0,7
11.98,Verified,0.474728333,36,1,1
11.98,Source Verified,0.288855386,60,0,1
7.35,Source Verified,0.133989525,60,0,5
12.62,Not Verified,0.802214188,36,0,0
14.07,Source Verified,0.548155307,60,0,0
17.47,Source Verified,1.030351063,36,0,0
6.07,Not Verified,0.152824811,36,0,1
19.03,Verified,0.716982866,60,0,1
9.43,Verified,0.483091107,60,0,1
13.59,Source Verified,0.067978169,36,1,10
7.96,Source Verified,0.424874562,36,0,1
12.62,Verified,0.276654378,36,0,1
7.96,Source Verified,0.072090717,36,0,8
15.04,Verified,0.289190031,36,0,3
11.98,Not Verified,0.054223717,60,0,0
23.88,Verified,0.157011619,60,0,1
18.06,Source Verified,0.861138172,36,0,0
21.45,Verified,0.471503433,36,0,2
10.9,Verified,0.076844494,60,0,2
14.08,Source Verified,0.717811858,60,0,0
16.02,Not Verified,0.457908144,36,0,1
7.35,Not Verified,0.11167106,36,0,2
6.08,Not Verified,0.470032302,36,0,1
20,Not Verified,0.81486899,36,0,0
9.43,Source Verified,0.78753304,36,0,0
17.47,Verified,0.253410074,36,1,8
9.43,Not Verified,0.278657282,60,0,3
26.77,Not Verified,0.619979789,60,0,1
7.97,Not Verified,0.265928196,36,0,3
15.05,Not Verified,0.165723696,36,0,0
15.04,Verified,0.9805,36,0,0
11.99,Not Verified,0.377722968,36,1,1
9.93,Verified,0.145640492,36,0,1
6.72,Not Verified,0.048533386,36,0,0
9.44,Not Verified,0.085858456,60,0,0
6.08,Source Verified,0.006556347,36,0,4
19.03,Not Verified,0.315196998,36,1,4
14.07,Source Verified,0.99225,36,0,0
10.91,Verified,0.153732334,36,0,3
15.04,Verified,0.222914616,60,0,1
7.97,Not Verified,0.50613559,36,0,0
14.08,Not Verified,0.744430885,36,0,2
10.91,Verified,0.197338768,60,0,2
10.91,Source Verified,0.725074766,36,0,0
9.43,Not Verified,0.074623587,36,1,3
9.92,Not Verified,0.073992739,36,0,4
10.91,Verified,0.111218274,36,1,10
21.45,Verified,0.734721143,36,0,0
13.59,Not Verified,0.72303977,60,0,2
6.71,Source Verified,0.715027401,36,1,0
6.71,Source Verified,0.661935211,36,0,0
9.93,Source Verified,0.430586553,36,0,3
9.92,Verified,0.158701533,60,0,0
11.98,Source Verified,0.325169682,60,0,2
21.45,Not Verified,0.287692308,60,0,0
9.93,Not Verified,0.122639408,60,0,1
10.42,Source Verified,0.794045248,36,1,6
29.69,Verified,0.520855063,60,0,3
6.08,Source Verified,0.485462701,36,0,1
18.06,Verified,0.68048883,36,1,0
9.92,Not Verified,0.105559628,36,0,2
10.91,Not Verified,0.381183099,36,0,0
10.91,Not Verified,0.746490324,36,0,0
15.04,Source Verified,0.706956522,36,0,0
7.96,Not Verified,0.83704684,36,0,4
5.31,Not Verified,0.040337729,36,0,2
19.42,Source Verified,0.050476287,60,1,4
10.42,Not Verified,0.45259106,60,0,2
13.59,Not Verified,0.290310836,36,0,2
15.05,Not Verified,0.380355649,36,0,0
13.58,Verified,0.514913658,36,0,1
9.43,Source Verified,0.023858625,60,0,2
5.32,Source Verified,0.07814524,36,0,1
9.93,Source Verified,0.089316512,36,0,1
11.98,Verified,0.432264607,60,0,0
17.47,Verified,0.534013304,60,0,2
12.62,Verified,0.603391867,36,0,2
10.42,Verified,0.188713035,60,0,3
9.43,Source Verified,0.186909281,36,0,1
10.9,Not Verified,0.336885627,36,1,0
16.02,Not Verified,0.221940705,60,0,1
7.97,Source Verified,0.43376,36,0,0
7.35,Not Verified,0.019722646,60,0,2
15.05,Source Verified,0.632345062,60,0,2
11.99,Source Verified,0.217361227,36,0,1
10.41,Source Verified,0.297143933,36,0,9
9.93,Not Verified,0.711888732,36,0,1
7.35,Not Verified,0.469136091,36,0,0
7.34,Source Verified,0.807343786,60,0,2
7.96,Source Verified,0.13871536,60,0,8
13.58,Not Verified,0.604618541,36,0,3
6.07,Source Verified,0.08720556,36,0,0
14.07,Verified,0.833024501,36,0,2
6.07,Not Verified,0.387787745,36,0,0
9.93,Not Verified,0.349760387,36,0,1
12.61,Not Verified,0.096539972,36,0,2
5.32,Not Verified,0.161939799,36,0,3
21.85,Verified,0.56649336,36,0,2
16.01,Verified,0.821358634,36,1,3
15.04,Not Verified,0.137782968,36,0,1
5.31,Not Verified,0.04289763,36,0,0
7.97,Not Verified,0.614597884,36,0,5
12.62,Not Verified,0.642445232,60,0,2
15.04,Verified,0.587600325,60,0,0
21.85,Verified,0.738666853,36,0,2
