"","rspdnum","Sample","version_weather_v1","version_CDR","demog_age_year","AgeRecode","demog_state","Region","weather_pastsummer_v1","gw_belief","believer_confidence","believer_cause","believer_cause_followup","believer_problem","believer_immediacy","believer_factor_open","believer_factor_open_coded","believer_factor_glaciers","believer_factor_warmer","believer_factor_hurricane","believer_factor_mildwint","believer_factor_droughts","nonbeliever_confidence","nonbeliever_factor_open","nonbeliever_factor_open_coded","govt_fed","govt_state","govt_local","state_cleancoal","state_vehicles_v1","state_fftax","state_nuclear","state_captrade","state_rps_v2","natgas_mystate","govt_nofedaction","state_impactsfelt","state_rps_neighbr","cdr_knowledge_info","cdr_knowledge","cdr_support","gw_threat","coalfpp_support_phaseout_v2","subsidy_support","carbontax_support_v3","state_gastax_v2","state_ee_v2","gw_geoengr","gw_adapt","fed_moralobligation","intl_economicimpact","worldviews_freetrade","worldviews_immigration","willing2pay_list","demog_race","demog_relig","demog_relig_evang","demog_edu","demog_polparty","demog_polviews","worldviews_trump","demog_income","demog_gender","Date","Weight"
"308",308,"C","A","D",9999,3,"MA",1,3,1,1,98,NA,2,2,NA,2,2,2,4,4,4,NA,NA,NA,1,2,2,2,2,2,1,2,1,4,2,2,2,999,999,999,4,1,4,2,4,1,2,3,2,98,2,3,4,1,6,NA,5,2,2,2,6,2,"10/17/2017 4:45:21",0.525
"309",309,"C","B","D",9999,2,"PA",1,1,1,1,1,NA,2,1,NA,6,1,2,2,3,1,NA,NA,NA,1,1,1,98,1,1,1,2,1,3,2,1,3,999,999,999,4,1,1,1,5,1,1,4,1,4,1,98,98,1,98,NA,3,1,NA,4,NA,1,"10/17/2017 4:48:36",1.1
"310",310,"C","A","D",9999,1,"IA",3,2,1,2,3,1,2,2,NA,3,4,4,98,4,2,NA,NA,NA,2,2,2,2,4,4,98,1,1,98,4,4,4,999,999,999,3,4,4,4,5,3,3,2,2,98,2,2,1,1,3,NA,4,NA,3,3,4,1,"10/17/2017 4:48:57",0.79
"311",311,"C","B","D",9999,4,"MO",3,5,1,1,2,NA,2,1,NA,8,1,1,1,2,1,NA,NA,NA,1,1,1,1,2,4,4,4,1,4,2,2,98,999,999,999,4,3,1,3,5,2,2,4,2,4,2,4,1,1,1,1,2,4,3,3,2,1,"10/17/2017 4:52:12",1.1
"312",312,"C","A","D",9999,3,"TN",2,3,1,1,1,NA,2,1,NA,1,1,2,2,3,3,NA,NA,NA,2,2,2,1,1,1,2,2,1,1,2,2,2,999,999,999,2,3,2,5,5,4,98,3,2,2,2,2,1,1,98,NA,4,NA,NA,NA,NA,1,"10/17/2017 5:00:04",0.355
"313",313,"C","B","D",9999,3,"PA",1,3,98,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,2,1,1,1,1,98,4,1,1,98,1,999,999,999,3,5,5,5,5,1,1,4,98,98,1,98,2,1,1,2,3,2,2,2,3,2,"10/17/2017 5:03:49",1.055
"314",314,"C","A","D",9999,3,"NC",2,5,1,1,1,NA,1,1,"SCIENTIFIC EVIDENCE",4,1,3,2,2,1,NA,NA,NA,1,1,2,3,1,1,2,1,1,1,1,1,4,999,999,999,4,1,1,1,5,1,3,3,1,4,1,3,6,1,7,NA,5,4,4,3,6,1,"10/17/2017 5:04:34",0.185
"315",315,"C","B","D",9999,2,"GA",2,2,1,1,3,1,1,1,NA,2,2,1,2,2,1,NA,NA,NA,1,1,2,2,2,2,98,2,2,2,1,2,4,999,999,999,4,2,2,2,2,2,2,3,2,3,2,4,1,1,1,1,4,4,3,3,2,1,"10/17/2017 5:06:43",1.01
"316",316,"C","A","D",9999,1,"FL",2,5,1,1,1,NA,1,1,NA,2,1,2,2,4,4,NA,NA,NA,1,1,1,1,1,98,98,1,1,2,1,1,98,999,999,999,4,2,1,1,2,1,1,4,1,2,1,4,4,10,6,NA,5,3,1,4,6,1,"10/17/2017 5:12:31",0.61
"317",317,"C","B","D",9999,3,"MD",2,5,1,2,1,NA,1,1,NA,6,1,2,1,2,1,NA,NA,NA,1,1,1,1,2,4,3,2,1,2,98,2,3,999,999,999,3,98,1,98,5,5,98,4,1,1,98,4,5,1,2,NA,5,1,3,3,3,2,"10/17/2017 5:12:44",0.825
"318",318,"C","A","D",9999,4,"FL",2,1,1,1,2,NA,1,1,NA,10,1,1,1,1,1,NA,NA,NA,1,2,2,2,2,2,98,98,1,2,2,2,98,999,999,999,4,4,2,4,4,1,2,3,1,4,2,3,2,2,1,1,3,1,3,3,2,2,"10/17/2017 5:12:54",1.28
"319",319,"C","B","D",9999,3,"GA",2,5,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,3,2,2,2,4,2,4,3,2,1,3,2,4,4,999,999,999,3,98,1,5,5,5,4,1,2,98,1,4,1,1,3,NA,5,1,4,3,4,1,"10/17/2017 5:14:13",0.285
"320",320,"C","A","D",9999,4,"CA",4,4,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,9,3,3,3,4,3,3,3,3,1,2,3,3,2,999,999,999,1,5,5,4,5,3,3,98,4,2,3,3,1,1,NA,NA,5,NA,3,2,NA,1,"10/17/2017 5:19:02",0.35
"321",321,"C","B","D",9999,3,"OH",3,5,98,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,3,3,1,2,4,1,2,2,1,4,4,98,999,999,999,1,3,5,5,5,4,2,4,2,98,2,2,2,2,NA,NA,NA,NA,NA,2,NA,1,"10/17/2017 5:25:50",0.735
"322",322,"C","A","D",9999,4,"AK",4,3,1,1,3,98,1,1,NA,2,98,2,1,2,1,NA,NA,NA,1,2,2,2,2,3,2,2,4,2,2,3,2,999,999,999,3,3,2,4,4,4,3,3,2,3,2,3,1,1,1,1,4,1,3,3,4,1,"10/17/2017 5:26:27",0.28
"323",323,"C","B","D",9999,3,"FL",2,1,1,2,1,NA,1,1,NA,8,2,2,1,2,3,NA,NA,NA,1,1,1,98,1,1,1,1,1,4,1,1,2,999,999,999,5,1,1,1,1,2,2,4,1,4,1,4,3,1,2,NA,3,1,2,4,6,1,"10/17/2017 5:52:48",0.415
"324",324,"C","A","D",9999,3,"NC",2,5,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,2,3,3,3,4,4,4,1,4,4,98,4,4,98,999,999,999,1,5,1,5,5,5,4,4,4,1,4,1,1,1,1,1,5,2,1,2,2,1,"10/17/2017 6:08:30",0.495
"325",325,"C","B","D",9999,2,"TX",2,2,1,1,1,NA,1,1,NA,4,1,1,3,3,2,NA,NA,NA,1,1,1,2,2,1,4,4,1,1,1,1,2,999,999,999,5,1,1,1,1,1,2,3,1,4,1,4,6,1,6,NA,4,3,4,4,5,1,"10/17/2017 6:15:47",0.87
"326",326,"C","A","D",9999,2,"NY",1,2,1,1,1,NA,1,1,NA,6,1,3,2,2,1,NA,NA,NA,98,2,2,98,1,2,98,2,1,1,1,2,3,999,999,999,5,1,1,1,2,1,2,4,1,4,2,4,6,9,6,NA,3,1,4,4,3,2,"10/17/2017 6:18:55",3.17
"327",327,"C","B","D",9999,3,"FL",2,1,1,2,1,NA,1,1,NA,1,1,2,98,1,1,NA,NA,NA,1,1,1,2,1,4,2,1,1,98,98,1,3,999,999,999,5,3,1,2,5,2,4,4,1,4,2,4,2,1,1,2,4,4,3,3,4,2,"10/17/2017 6:22:06",0.625
"328",328,"C","A","D",9999,1,"MD",2,1,1,1,1,NA,1,1,NA,2,1,1,2,2,1,NA,NA,NA,1,2,2,98,2,3,4,4,2,3,1,2,3,999,999,999,5,2,1,5,5,1,1,4,1,4,1,4,2,2,NA,NA,2,3,5,4,NA,2,"10/17/2017 6:24:39",2.03
"329",329,"C","B","D",9999,3,"IL",3,5,98,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,2,2,3,2,2,2,2,3,2,98,999,999,999,3,4,2,4,4,2,98,3,2,3,2,2,1,1,2,NA,2,4,3,3,4,1,"10/17/2017 6:26:17",0.895
"330",330,"C","A","D",9999,3,"IN",3,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,1,3,3,3,2,2,4,4,98,1,98,3,3,4,999,999,999,2,2,1,5,5,2,98,1,2,2,2,2,1,1,1,2,3,3,NA,4,1,2,"10/17/2017 6:30:49",1.075
"331",331,"C","B","D",9999,4,"PA",1,2,1,1,3,2,1,1,NA,2,2,2,1,1,2,NA,NA,NA,2,2,2,1,2,2,98,98,1,98,1,2,2,999,999,999,4,4,1,98,5,1,1,4,1,1,1,4,4,1,1,2,3,NA,3,4,NA,2,"10/17/2017 6:33:35",0.92
"332",332,"C","B","D",9999,1,"FL",2,4,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,5,3,2,2,98,1,4,2,2,1,1,3,4,4,999,999,999,2,5,1,5,5,2,3,1,2,1,1,1,4,1,1,1,3,3,2,3,6,1,"10/17/2017 6:34:51",0.92
"333",333,"C","B","D",9999,2,"VA",2,3,98,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,1,2,4,1,2,1,98,2,98,3,999,999,999,2,5,2,5,5,2,2,4,2,2,2,1,3,1,1,1,3,NA,3,2,6,1,"10/17/2017 6:37:16",0.93
"334",334,"C","B","C",9999,2,"CA",4,1,1,1,1,NA,1,1,NA,3,1,1,1,3,1,NA,NA,NA,1,1,2,1,1,1,4,4,1,4,1,1,3,999,999,999,5,1,1,2,1,1,1,4,1,4,1,4,4,9,2,NA,4,1,4,4,NA,2,"10/17/2017 7:13:55",2.81
"335",335,"C","A","C",9999,3,"AZ",4,1,1,1,2,NA,2,2,NA,2,1,1,4,2,1,NA,NA,NA,98,98,98,98,2,4,4,98,1,4,4,2,1,999,999,999,1,5,2,5,5,4,4,4,2,98,1,1,1,1,NA,NA,2,NA,NA,2,NA,1,"10/17/2017 7:14:02",0.965
"336",336,"C","B","C",9999,1,"IN",3,2,1,1,3,1,1,1,NA,1,1,1,1,1,1,NA,NA,NA,1,1,1,1,2,1,4,98,1,1,1,1,2,999,999,999,5,1,1,1,1,1,1,4,1,4,1,1,3,10,NA,NA,3,3,3,3,3,1,"10/17/2017 7:14:34",1.14
"337",337,"C","A","C",9999,4,"CT",1,3,1,2,1,NA,2,2,"SCIENTIFIC EVIDENCE",4,3,3,2,3,1,NA,NA,NA,2,2,3,1,2,4,4,2,2,2,2,3,3,999,999,999,3,5,1,2,4,1,2,3,2,3,2,1,3,1,1,1,3,4,2,3,3,1,"10/17/2017 7:15:40",0.71
"338",338,"C","B","C",9999,2,"MI",3,5,1,1,3,3,1,1,NA,1,1,3,2,2,2,NA,NA,NA,1,1,1,2,2,2,4,98,1,98,2,98,98,999,999,999,3,98,2,4,4,2,98,3,2,3,2,98,98,1,1,2,3,4,2,3,NA,2,"10/17/2017 7:27:18",1.44
"339",339,"C","A","C",9999,1,"MS",2,1,1,1,2,NA,4,1,NA,1,1,2,3,2,3,NA,NA,NA,2,2,2,2,4,3,2,3,1,2,2,2,2,999,999,999,2,3,1,5,5,3,2,3,98,98,2,2,1,1,2,NA,3,NA,NA,98,NA,2,"10/17/2017 7:28:47",1.43
"340",340,"C","B","C",9999,3,"KY",2,1,1,2,3,1,1,2,NA,2,2,2,1,2,1,NA,NA,NA,2,2,2,1,98,2,4,98,2,3,2,2,4,999,999,999,4,1,2,4,2,2,1,4,3,4,1,4,2,1,1,1,4,1,NA,3,98,2,"10/17/2017 7:29:10",0.695
"341",341,"C","A","C",9999,2,"OH",3,2,1,2,3,1,1,1,NA,3,1,1,1,1,98,NA,NA,NA,1,2,2,98,1,3,98,98,1,98,1,1,2,999,999,999,4,1,1,98,5,2,98,4,1,98,1,4,2,1,2,NA,4,1,4,4,NA,2,"10/17/2017 7:34:19",1.21
"342",342,"C","B","C",9999,3,"FL",2,1,1,1,2,NA,1,1,NA,10,1,1,1,3,1,NA,NA,NA,1,1,1,1,1,2,4,98,1,1,1,1,4,999,999,999,4,1,1,1,5,5,1,4,1,1,1,4,2,10,1,2,3,1,3,3,6,2,"10/17/2017 7:39:52",0.675
"343",343,"C","B","C",9999,1,"WI",3,98,1,1,1,NA,2,1,"SCIENTIFIC EVIDENCE",4,2,98,1,2,2,NA,NA,NA,2,2,2,2,3,3,2,2,1,3,1,2,3,999,999,999,4,1,2,2,4,2,4,4,1,3,3,4,6,2,1,1,4,1,4,4,4,1,"10/17/2017 7:46:39",1.01
"344",344,"C","B","C",9999,2,"MI",3,3,1,1,1,NA,1,1,NA,2,1,3,1,3,1,NA,NA,NA,1,1,1,4,1,1,2,1,1,1,1,1,4,999,999,999,5,1,1,1,1,1,1,4,1,4,1,4,6,1,1,2,5,1,3,3,4,1,"10/17/2017 7:49:04",0.8
"345",345,"C","A","C",9999,3,"AZ",4,1,1,1,1,NA,1,1,NA,3,1,1,2,2,1,NA,NA,NA,1,1,1,4,1,1,1,1,1,1,1,1,4,999,999,999,5,1,1,1,1,1,4,4,1,4,1,4,6,1,3,NA,4,4,3,3,6,1,"10/17/2017 7:56:12",0.185
"346",346,"C","B","C",9999,3,"PA",1,5,1,2,2,NA,2,2,NA,2,3,2,2,2,2,NA,NA,NA,2,2,2,2,1,1,3,2,1,98,4,2,3,999,999,999,3,1,1,4,4,1,98,2,2,98,3,NA,3,1,1,2,5,1,98,4,5,2,"10/17/2017 7:59:23",0.695
"347",347,"C","A","C",9999,3,"OH",3,4,1,2,2,NA,3,2,NA,6,3,4,2,3,3,NA,NA,NA,2,3,3,2,4,4,3,4,3,1,4,4,1,999,999,999,1,5,5,5,5,5,4,2,4,1,98,1,3,1,1,2,5,2,2,1,5,2,"10/17/2017 8:01:09",0.695
"348",348,"C","B","C",9999,1,"MO",3,1,1,1,3,98,2,2,NA,1,1,1,2,2,2,NA,NA,NA,2,2,3,98,98,4,3,2,3,2,3,2,2,999,999,999,3,4,1,4,4,3,4,4,1,4,2,4,3,2,1,1,2,4,5,4,NA,2,"10/17/2017 8:01:20",2.03
"349",349,"C","A","C",9999,2,"NM",4,4,98,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,3,3,4,4,2,1,4,1,2,4,4,1,999,999,999,5,1,1,5,1,1,1,2,1,4,1,3,4,9,6,NA,5,4,4,4,6,2,"10/17/2017 8:07:06",2.64
"350",350,"C","B","C",9999,3,"AZ",4,1,1,1,1,NA,1,1,NA,4,1,2,2,1,1,NA,NA,NA,1,1,1,98,2,2,98,2,1,98,2,2,3,999,999,999,5,2,2,2,1,2,98,3,2,3,2,3,6,1,6,NA,3,1,5,4,5,2,"10/17/2017 8:10:56",0.925
"351",351,"C","A","C",9999,4,"MS",2,5,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,6,3,3,3,1,3,4,4,2,2,1,3,3,4,999,999,999,1,5,4,5,5,2,4,2,3,2,3,2,1,1,1,1,2,2,1,1,2,1,"10/17/2017 8:13:34",1.1
"352",352,"C","B","C",9999,3,"KS",3,5,1,2,1,NA,1,1,NA,3,1,2,1,2,1,NA,NA,NA,1,1,1,1,1,1,4,1,1,1,1,98,98,999,999,999,4,5,1,1,1,1,1,4,1,4,1,4,4,9,2,NA,4,1,4,4,4,2,"10/17/2017 8:19:14",2.225
"353",353,"C","A","C",9999,1,"UT",4,5,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,6,1,2,1,4,4,4,4,4,4,2,3,2,1,999,999,999,3,5,1,5,5,3,4,2,4,4,4,98,98,1,6,NA,2,2,1,1,6,1,"10/17/2017 8:25:41",1.3
"354",354,"C","B","C",9999,3,"CA",4,5,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,2,2,2,3,2,4,4,1,4,3,1,4,4,1,999,999,999,1,5,5,5,5,5,4,NA,4,1,2,1,1,NA,NA,NA,5,NA,NA,1,NA,1,"10/17/2017 8:32:55",0.455
"355",355,"C","B","C",9999,3,"NM",4,5,1,1,3,3,1,1,"HUMAN ACTIVITY",8,1,2,4,2,2,NA,NA,NA,1,1,1,2,2,3,3,2,2,3,3,2,3,999,999,999,4,2,2,4,4,2,2,2,2,3,3,3,1,10,2,NA,4,3,98,4,NA,1,"10/17/2017 8:35:27",0.455
"356",356,"C","A","C",9999,3,"AL",2,5,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,1,2,2,2,98,98,4,2,4,2,98,3,4,3,999,999,999,2,5,2,5,5,5,1,1,1,2,1,1,1,1,1,1,3,2,3,1,98,2,"10/17/2017 8:45:46",0.925
"357",357,"C","B","C",9999,2,"OH",3,2,1,2,2,NA,3,2,NA,2,4,3,4,3,3,NA,NA,NA,3,3,3,4,4,4,1,4,4,1,4,4,4,999,999,999,1,5,5,5,5,5,4,1,4,1,1,4,1,1,6,NA,4,2,2,2,6,1,"10/17/2017 8:46:15",0.7
"358",358,"C","A","C",9999,4,"CA",4,2,1,2,3,1,2,1,"ICE CAPS MELTING",1,1,1,1,2,1,NA,NA,NA,1,2,2,4,2,3,98,3,1,2,2,2,1,999,999,999,4,1,1,3,4,3,98,4,2,4,2,4,2,9,NA,NA,3,NA,NA,4,3,1,"10/17/2017 8:46:52",2.32
"359",359,"C","B","C",9999,3,"MI",3,1,98,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,1,1,98,1,2,1,98,3,999,999,999,4,1,1,1,1,2,98,4,1,1,2,4,2,1,1,2,3,1,4,4,2,2,"10/17/2017 8:48:43",1.065
"360",360,"C","A","C",9999,3,"NY",1,3,1,1,1,NA,1,1,"SCIENTIFIC EVIDENCE",4,1,2,2,1,1,NA,NA,NA,1,1,1,4,1,1,4,2,1,4,1,1,4,999,999,999,5,1,1,1,1,1,98,4,1,4,1,4,6,1,6,NA,5,1,5,4,6,2,"10/17/2017 8:51:33",0.525
"361",361,"C","B","C",9999,2,"NM",4,1,1,1,3,1,1,1,NA,2,1,2,1,2,2,NA,NA,NA,1,1,1,2,2,3,3,2,1,2,2,2,2,999,999,999,4,3,1,2,4,2,2,3,2,3,2,3,4,10,NA,NA,3,4,3,4,4,1,"10/17/2017 8:54:10",0.95
"362",362,"C","A","C",9999,2,"UT",4,1,1,1,1,NA,1,1,NA,4,1,1,1,2,2,NA,NA,NA,1,1,1,4,1,1,1,2,1,1,1,1,98,999,999,999,5,1,1,2,1,3,2,4,1,4,1,4,5,1,6,NA,3,1,5,4,5,1,"10/17/2017 8:54:59",1.1
"363",363,"C","B","C",9999,1,"TN",2,4,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,1,3,2,2,2,4,4,4,98,1,2,1,2,2,999,999,999,4,4,1,5,5,3,98,2,2,2,1,4,1,1,1,2,3,2,4,3,1,1,"10/18/2017 4:25:01",1.24
"364",364,"C","A","C",9999,1,"CT",1,5,1,1,3,1,1,1,NA,10,1,3,98,3,2,NA,NA,NA,1,2,3,2,3,3,3,4,1,4,3,1,98,999,999,999,4,2,1,3,5,1,98,4,2,98,1,4,2,1,2,NA,4,4,4,3,98,1,"10/18/2017 4:26:51",0.86
"365",365,"C","B","C",9999,4,"FL",2,5,1,2,98,NA,3,1,NA,10,1,1,2,4,2,NA,NA,NA,1,1,1,1,98,1,1,1,1,2,1,4,1,999,999,999,4,1,1,4,5,1,2,4,4,4,4,4,1,9,2,NA,1,2,2,4,6,1,"10/18/2017 4:27:12",1.94
"366",366,"C","A","C",9999,1,"TN",2,2,98,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,1,2,2,1,2,4,1,2,98,98,999,999,999,3,2,1,5,2,1,2,2,1,1,2,1,1,2,6,NA,2,1,2,4,NA,2,"10/18/2017 4:28:50",2.03
"367",367,"C","B","C",9999,3,"OK",2,4,1,1,1,NA,1,1,"EXPERIENCE",2,1,1,1,1,1,NA,NA,NA,1,1,1,1,1,1,2,98,1,1,2,1,1,999,999,999,5,1,1,1,5,1,98,4,1,4,1,4,5,1,1,1,5,2,3,4,4,2,"10/18/2017 4:37:51",0.625
"368",368,"C","A","C",9999,3,"CO",4,5,1,1,3,1,1,1,NA,2,1,4,2,3,1,NA,NA,NA,2,2,2,1,1,4,3,4,1,2,3,2,2,999,999,999,5,1,1,5,5,2,1,4,1,98,2,4,1,1,1,2,1,98,98,4,NA,2,"10/18/2017 5:30:20",0.855
"369",369,"C","B","C",9999,3,"FL",2,2,1,1,1,NA,2,1,NA,3,3,2,1,4,1,NA,NA,NA,1,1,1,2,2,4,2,2,1,2,2,2,2,999,999,999,4,5,2,4,4,2,4,3,2,4,2,2,1,1,2,NA,3,98,3,3,NA,2,"10/18/2017 5:36:34",0.925
"370",370,"C","A","C",9999,3,"TX",2,5,98,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,2,2,4,98,3,2,2,3,2,3,999,999,999,5,5,2,5,5,1,3,4,2,4,2,1,1,1,2,NA,3,4,3,4,2,1,"10/18/2017 5:40:52",0.725
"371",371,"C","B","C",9999,3,"OH",3,3,1,2,98,NA,2,1,NA,2,2,2,2,2,2,NA,NA,NA,1,1,2,2,1,4,4,1,1,1,2,2,3,999,999,999,4,5,2,5,5,1,98,4,2,4,1,4,2,2,1,2,4,1,3,4,6,2,"10/18/2017 5:42:37",0.745
"372",372,"C","A","C",9999,3,"AZ",4,2,1,1,3,1,2,2,NA,6,1,2,3,1,1,NA,NA,NA,1,2,2,1,1,4,4,98,1,98,4,4,98,999,999,999,3,1,5,5,5,1,98,98,4,98,4,1,2,1,6,NA,5,2,2,2,NA,1,"10/18/2017 5:51:29",0.355
"373",373,"C","A","C",9999,4,"NC",2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,"NOT SURE",9,1,2,2,2,2,2,3,3,2,2,2,2,2,999,999,999,2,4,2,4,2,2,2,3,2,2,2,2,4,1,98,NA,1,4,1,1,6,1,"10/18/2017 5:55:45",0.34
"374",374,"C","B","C",9999,3,"OH",3,1,1,2,2,NA,2,1,NA,6,1,1,1,1,1,NA,NA,NA,1,1,1,2,2,3,4,3,1,1,2,2,2,999,999,999,3,5,2,5,5,98,98,3,2,3,2,3,1,1,1,2,3,4,3,3,NA,2,"10/18/2017 6:04:15",0.925
"375",375,"C","A","C",9999,4,"KS",3,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,2,2,2,2,1,4,98,1,2,4,1,4,4,1,999,999,999,2,5,5,5,2,2,4,4,2,1,2,4,2,1,2,NA,4,2,2,2,6,1,"10/18/2017 6:18:46",0.18
"376",376,"C","B","C",9999,1,"PA",1,1,98,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,98,98,98,1,1,4,98,2,1,98,4,4,4,999,999,999,3,1,1,3,5,2,4,4,4,98,4,4,2,2,1,2,5,1,4,4,3,1,"10/18/2017 6:19:02",1.21
"377",377,"C","B","C",9999,2,"AR",2,5,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,"STATISTICS",5,2,2,2,2,2,3,3,3,2,3,2,3,3,999,999,999,3,4,2,4,4,2,3,3,2,2,3,3,6,1,1,1,2,4,2,2,6,1,"10/18/2017 6:24:22",1.31
"378",378,"C","A","C",9999,3,"TX",2,5,1,1,98,NA,1,1,NA,8,2,3,4,3,3,NA,NA,NA,1,2,3,2,3,3,4,3,2,2,3,3,3,999,999,999,3,5,2,4,4,2,98,3,2,3,2,2,1,1,1,1,5,2,2,2,4,1,"10/18/2017 6:25:06",0.285
"379",379,"C","B","C",9999,2,"NJ",1,3,1,1,1,NA,1,1,NA,5,1,2,1,4,98,NA,NA,NA,1,2,2,98,2,4,98,98,2,4,2,1,4,999,999,999,5,1,1,2,5,2,3,4,1,4,1,3,3,1,NA,NA,5,2,2,2,3,2,"10/18/2017 6:28:18",1.34
"380",380,"C","A","C",9999,4,"CA",4,5,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,5,3,3,3,1,1,4,98,4,4,98,4,4,1,999,999,999,1,5,5,5,5,1,4,4,4,1,4,98,1,NA,NA,NA,5,4,2,1,6,1,"10/18/2017 6:30:49",0.28
"381",381,"C","A","D",9999,1,"MI",3,3,1,1,1,NA,3,1,NA,1,1,1,1,4,2,NA,NA,NA,1,1,3,1,1,1,98,1,1,98,4,1,98,999,999,999,3,98,1,1,5,1,1,4,1,1,1,4,4,5,6,NA,5,NA,NA,3,6,1,"10/18/2017 7:08:39",1.25
"382",382,"C","B","D",9999,3,"IN",3,1,1,1,3,1,1,1,NA,11,1,2,2,1,1,NA,NA,NA,1,1,2,1,1,1,98,4,1,2,1,1,3,999,999,999,5,1,1,1,4,1,1,4,1,4,1,4,4,1,2,NA,4,3,5,4,NA,2,"10/18/2017 7:13:52",0.695
"383",383,"C","A","D",9999,1,"NJ",1,2,1,1,3,1,1,1,NA,6,1,2,2,2,2,NA,NA,NA,1,1,1,2,1,2,4,2,1,4,2,2,2,999,999,999,4,1,1,2,2,1,98,3,2,3,2,4,2,5,5,NA,5,NA,NA,4,3,1,"10/18/2017 7:20:09",1.55
"384",384,"C","A","D",9999,1,"FL",2,2,1,1,3,3,2,1,NA,2,2,2,3,3,3,NA,NA,NA,2,1,1,NA,4,4,3,4,1,3,1,98,4,999,999,999,1,1,1,4,5,1,2,4,1,NA,1,4,5,1,6,NA,3,4,3,3,5,1,"10/18/2017 7:31:40",1.09
"385",385,"C","A","D",9999,3,"FL",2,2,1,2,2,NA,3,2,NA,12,3,3,2,2,3,NA,NA,NA,3,3,3,4,2,98,2,98,4,2,3,4,98,999,999,999,2,3,4,5,5,5,4,2,4,2,4,4,1,1,1,2,3,2,2,1,3,2,"10/18/2017 7:32:50",1.055
"386",386,"C","B","D",9999,3,"OH",3,5,1,2,1,NA,2,2,"GLACIERS MELTING",1,2,2,2,2,2,NA,NA,NA,2,3,3,1,2,98,2,98,1,98,3,2,3,999,999,999,3,2,1,2,4,1,2,4,1,2,2,2,3,10,6,NA,3,4,2,3,4,2,"10/18/2017 7:33:28",0.775
"387",387,"C","A","D",9999,2,"GA",2,5,1,2,1,NA,1,1,NA,3,2,1,1,2,4,NA,NA,NA,1,2,2,2,1,2,2,4,1,3,1,1,4,999,999,999,5,1,1,1,1,1,1,4,1,4,1,4,3,1,2,NA,5,NA,NA,4,NA,2,"10/18/2017 7:33:37",1.21
"388",388,"C","B","D",9999,3,"AK",4,5,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,2,2,2,2,1,4,1,1,4,1,1,1,4,98,999,999,999,2,5,1,5,5,5,98,1,1,1,4,1,3,1,1,2,4,NA,2,1,3,1,"10/18/2017 7:35:58",0.485
"389",389,"C","A","D",9999,2,"WA",4,5,1,1,1,NA,1,98,NA,1,1,2,3,1,1,NA,NA,NA,2,2,2,2,3,2,3,2,3,2,2,2,2,999,999,999,4,4,2,2,2,2,3,3,2,98,2,3,6,1,2,NA,4,4,4,2,6,1,"10/18/2017 7:43:21",0.7
"390",390,"C","B","D",9999,4,"CA",4,1,1,1,1,NA,1,1,NA,10,1,1,1,4,1,NA,NA,NA,1,1,1,2,3,3,98,98,1,98,2,2,3,999,999,999,5,1,1,2,2,1,2,4,1,4,98,4,2,1,6,NA,3,1,3,4,2,2,"10/18/2017 7:49:41",1.06
